10 Digit BBL,Boro,Block,Lot,Esmnt,Building Class ,Tax Class ,Building Count ,DOF Gross Square Footage,Street Number ,Street Name ,Zip Code ,"Multiple Buildings less than 50,000 with one of the buildings on the tax lot greater than 25,000 GSF"
3058250051,3,5825,51,,Q1,4,1," 	322,000 ",,RIDGE BOULEVARD,11220,
3058260001,3,5826,1,,D4,2,1," 	360,080 ",350,65 STREET,11220,
3058290001,3,5829,1,,M1,4,1," 	29,816 ",6501,6 AVENUE,11220,
3058380006,3,5838,6,,D4,2,1," 	52,000 ",6665,COLONIAL ROAD,11220,
3058410001,3,5841,1,,D1,2,1," 	80,640 ",6623,RIDGE BOULEVARD,11220,
3058480006,3,5848,6,,D1,2,1," 	66,600 ",6701,COLONIAL ROAD,11220,
3058480040,3,5848,40,,D4,2,1," 	42,722 ",6702,RIDGE BOULEVARD,11220,
3058500030,3,5850,30,,W1,4,1," 	165,742 ",350,67 STREET,11220,
3058530001,3,5853,1,,D4,2,1," 	120,594 ",6735,RIDGE BOULEVARD,11220,
3058540036,3,5854,36,,O7,4,1," 	51,930 ",6740,4 AVENUE,11220,
3058580030,3,5858,30,,D4,2,1," 	45,900 ",760,67 STREET,11220,
3058590015,3,5859,15,,D4,2,1," 	109,620 ",6801,SHORE ROAD,11220,
3058597501,3,5859,7501,,R0,2,1," 	38,342 ",6833,SHORE ROAD,11220,
3058610043,3,5861,43,,C6,2,1," 	54,000 ",6802,RIDGE BOULEVARD,11220,
3058620028,3,5862,28,,C1,2,1," 	25,900 ",244,68 STREET,11220,
3058650003,3,5865,3,,J8,4,1," 	25,036 ",6817,5 AVENUE,11220,
3058687501,3,5868,7501,,R0,2,1," 	67,059 ",6902,NARROWS AVENUE,11209,
3058687502,3,5868,7502,,R0,2,1," 	32,006 ",6911,SHORE ROAD,11209,
3058690005,3,5869,5,,D4,2,1," 	35,040 ",6901,NARROWS AVENUE,11209,
3058700037,3,5870,37,,C1,2,1," 	30,972 ",6902,RIDGE BOULEVARD,11209,
3058700044,3,5870,44,,C1,2,1," 	33,000 ",6914,RIDGE BOULEVARD,11209,
3058710036,3,5871,36,,K2,4,1," 	29,225 ",254,BAY RIDGE AVENUE,11220,
3058710058,3,5871,58,,D1,2,1," 	35,400 ",267,OVINGTON AVENUE,11209,
3058710061,3,5871,61,,N2,4,1," 	48,778 ",255,OVINGTON AVENUE,11209,
3058710069,3,5871,69,,D1,2,1," 	61,000 ",237,OVINGTON AVENUE,11209,
3058720007,3,5872,7,,D1,2,1," 	95,329 ",315,OVINGTON AVENUE,11209,
3058720057,3,5872,57,,D4,2,1," 	65,952 ",359,OVINGTON AVENUE,11209,
3058720071,3,5872,71,,D1,2,1," 	92,224 ",321,OVINGTON AVENUE,11209,
3058730005,3,5873,5,,D7,2,1," 	51,360 ",6925,4 AVENUE,11209,
3058730084,3,5873,84,,C1,2,1," 	25,650 ",415,OVINGTON AVENUE,11209,
3058730087,3,5873,87,,W9,4,1," 	28,886 ",417,OVINGTON AVENUE,11209,
3058740058,3,5874,58,,C1,2,1," 	27,548 ",571,OVINGTON AVENUE,11209,
3058740063,3,5874,63,,C1,2,1," 	77,576 ",555,OVINGTON AVENUE,11209,
3058740072,3,5874,72,,C1,2,1," 	46,200 ",537,OVINGTON AVENUE,11209,
3058740084,3,5874,84,,D1,2,1," 	72,000 ",515,OVINGTON AVENUE,11209,
3058770001,3,5877,1,,C7,2,1," 	45,500 ",6917,8 AVENUE,11228,
3058810003,3,5881,3,,C9,2,1," 	51,840 ",7005,SHORE ROAD,11209,
3058810038,3,5881,38,,D1,2,1," 	50,400 ",15,MACKAY PLACE,11209,
3058830001,3,5883,1,,W2,4,1," 	160,500 ",7100,SHORE ROAD,11209,
3058840037,3,5884,37,,D1,2,1," 	63,990 ",7040,COLONIAL ROAD,11209,
3058850103,3,5885,103,,D4,2,1," 	81,276 ",7002,RIDGE BOULEVARD,11209,
3058850111,3,5885,111,,D1,2,1," 	72,000 ",7022,RIDGE BOULEVARD,11209,
3058860004,3,5886,4,,D1,2,1," 	38,000 ",7001,RIDGE BOULEVARD,11209,
3058870001,3,5887,1,,D4,2,1," 	82,200 ",7119,SHORE ROAD,11209,
3058870006,3,5887,6,,D4,2,1," 	64,000 ",7101,SHORE ROAD,11209,
3058890003,3,5889,3,,D4,2,1," 	142,396 ",7101,COLONIAL ROAD,11209,
3058890014,3,5889,14,,D4,2,1," 	108,000 ",138,71 STREET,11209,
3058890037,3,5889,37,,D7,2,1," 	47,285 ",7100,RIDGE BOULEVARD,11209,
3058890058,3,5889,58,,D4,2,1," 	108,000 ",145,72 STREET,11209,
3058900001,3,5890,1,,W1,4,1," 	33,000 ",7119,RIDGE BOULEVARD,11209,
3058900043,3,5890,43,,K4,4,1," 	40,927 ",7118,3 AVENUE,11209,
3058910048,3,5891,48,,W1,4,1," 	98,849 ",7002,4 AVENUE,11209,
3058910058,3,5891,58,,C7,2,1," 	28,000 ",7032,4 AVENUE,11209,
3058920001,3,5892,1,,C1,2,1," 	28,000 ",7123,4 AVENUE,11209,
3058920006,3,5892,6,,D7,2,1," 	59,766 ",7101,4 AVENUE,11209,
3058920016,3,5892,16,,D1,2,1," 	55,200 ",420,OVINGTON AVENUE,11209,
3058920035,3,5892,35,,D4,2,1," 	32,130 ",460,OVINGTON AVENUE,11209,
3058940001,3,5894,1,,D4,2,1," 	54,432 ",610,OVINGTON AVENUE,11209,
3058990001,3,5899,1,,W1,4,1," 	150,000 ",7109,6 AVENUE,11209,
3059040001,3,5904,1,,D1,2,1," 	112,140 ",1,74 STREET,11209,
3059040002,3,5904,2,,D4,2,1," 	152,604 ",7259,SHORE ROAD,11209,
3059060001,3,5906,1,,D1,2,1," 	141,176 ",130,72 STREET,11209,
3059060018,3,5906,18,,D4,2,6," 	369,046 ",190,72 STREET,11209,
3059070006,3,5907,6,,D1,2,1," 	46,200 ",7201,RIDGE BOULEVARD,11209,
3059070018,3,5907,18,,C1,2,1," 	29,520 ",220,72 STREET,11209,
3059080037,3,5908,37,,C7,2,1," 	28,000 ",7212,4 AVENUE,11209,
3059080043,3,5908,43,,C1,2,1," 	28,000 ",7224,4 AVENUE,11209,
3059090001,3,5909,1,,D4,2,1," 	84,000 ",7201,4 AVENUE,11209,
3059130001,3,5913,1,,C1,2,1," 	56,000 ",901,73 STREET,11228,
3059130012,3,5913,12,,C1,2,1," 	25,500 ",920,72 STREET,11228,
3059160062,3,5916,62,,D4,2,1," 	88,920 ",141,74 STREET,11209,
3059170016,3,5917,16,,D1,2,1," 	48,000 ",230,73 STREET,11209,
3059190001,3,5919,1,,C1,2,1," 	28,272 ",7311,4 AVENUE,11209,
3059190006,3,5919,6,,C1,2,1," 	28,000 ",7301,4 AVENUE,11209,
3059230001,3,5923,1,,W1,4,1," 	175,500 ",7301,FT HAMILTON PARKWAY,11228,
3059250053,3,5925,53,,D4,2,1," 	89,375 ",7401,SHORE ROAD,11209,
3059270024,3,5927,24,,D1,2,1," 	57,036 ",150,74 STREET,11209,
3059270031,3,5927,31,,D1,2,1," 	87,532 ",7410,RIDGE BOULEVARD,11209,
3059270043,3,5927,43,,D1,2,1," 	88,532 ",7420,RIDGE BOULEVARD,11209,
3059280001,3,5928,1,,D4,2,1," 	53,000 ",7423,RIDGE BOULEVARD,11209,
3059280006,3,5928,6,,D1,2,1," 	50,400 ",7401,RIDGE BOULEVARD,11209,
3059280013,3,5928,13,,D1,2,1," 	32,682 ",218,74 STREET,11209,
3059280028,3,5928,28,,D1,2,1," 	67,056 ",252,74 STREET,11209,
3059290038,3,5929,38,,W3,4,1," 	28,200 ",7420,4 AVENUE,11209,
3059290054,3,5929,54,,D1,2,1," 	30,000 ",353,BAY RIDGE PARKWAY,11209,
3059290058,3,5929,58,,D4,2,1," 	35,280 ",345,BAY RIDGE PARKWAY,11209,
3059300001,3,5930,1,,D4,2,1," 	64,152 ",7401,4 AVENUE,11209,
3059310001,3,5931,1,,O9,4,1," 	27,344 ",7423,5 AVENUE,11209,
3059340001,3,5934,1,,M1,4,1," 	30,192 ",7423,FT HAMILTON PARKWAY,11228,
3059380015,3,5938,15,,D4,2,1," 	60,144 ",130,BAY RIDGE PARKWAY,11209,
3059380023,3,5938,23,,D1,2,1," 	37,000 ",140,BAY RIDGE PARKWAY,11209,
3059380040,3,5938,40,,D7,2,1," 	50,400 ",7502,RIDGE BOULEVARD,11209,
3059380047,3,5938,47,,D4,2,1," 	37,041 ",7520,RIDGE BOULEVARD,11209,
3059390006,3,5939,6,,D4,2,1," 	78,000 ",7501,RIDGE BOULEVARD,11209,
3059390020,3,5939,20,,C1,2,5," 	90,140 ",238,BAY RIDGE PARKWAY,11209,
3059400045,3,5940,45,,D1,2,1," 	49,434 ",375,76 STREET,11209,
3059410001,3,5941,1,,C7,2,1," 	31,756 ",7511,4 AVENUE,11209,
3059410006,3,5941,6,,D4,2,1," 	55,272 ",7501,4 AVENUE,11209,
3059510001,3,5951,1,,D4,2,1," 	63,522 ",7609,4 AVENUE,11209,
3059590062,3,5959,62,,D4,2,1," 	61,800 ",243,78 STREET,11209,
3059590073,3,5959,73,,D4,2,1," 	27,468 ",219,78 STREET,11209,
3059680056,3,5968,56,,D4,2,1," 	59,868 ",255,79 STREET,11209,
3059690038,3,5969,38,,C1,2,1," 	34,880 ",7802,4 AVENUE,11209,
3059690044,3,5969,44,,C1,2,1," 	34,880 ",7814,4 AVENUE,11209,
3059700001,3,5970,1,,D4,2,1," 	74,000 ",7825,4 AVENUE,11209,
3059720001,3,5972,1,,D4,2,1," 	132,000 ",601,79 STREET,11209,
3059730001,3,5973,1,,W1,4,2," 	84,311 ",7805,7 AVENUE,11228,
3059790014,3,5979,14,,D1,2,1," 	45,000 ",314,79 STREET,11209,
3059790046,3,5979,46,,D1,2,1," 	52,500 ",7914,4 AVENUE,11209,
3059800001,3,5980,1,,D4,2,1," 	137,190 ",7925,4 AVENUE,11209,
3059830001,3,5983,1,,D7,2,1," 	73,000 ",901,80 STREET,11228,
3059870045,3,5987,45,,C7,2,1," 	35,000 ",273,81 STREET,11209,
3059880001,3,5988,1,,D7,2,1," 	48,222 ",301,81 STREET,11209,
3059880039,3,5988,39,,D7,2,1," 	54,000 ",8000,4 AVENUE,11209,
3059880045,3,5988,45,,D4,2,1," 	49,854 ",8024,4 AVENUE,11209,
3059960006,3,5996,6,,W3,4,1," 	28,000 ",8101,RIDGE BOULEVARD,11209,
3059980001,3,5998,1,,D4,2,1," 	50,381 ",8105,4 AVENUE,11209,
3060000053,3,6000,53,,D4,2,1," 	37,000 ",680,81 STREET,11228,
3060010006,3,6001,6,,C7,2,1," 	33,200 ",8101,7 AVENUE,11228,
3060080001,3,6008,1,,D1,2,1," 	53,000 ",8215,4 AVENUE,11209,
3060080006,3,6008,6,,D1,2,1," 	50,000 ",8201,4 AVENUE,11209,
3060100001,3,6010,1,,C1,2,1," 	35,376 ",8220,FT HAMILTON PARKWAY,11209,
3060130001,3,6013,1,,W1,4,2," 	286,000 ",8301,SHORE ROAD,11209,
3060160006,3,6016,6,,D4,2,1," 	51,960 ",8301,RIDGE BOULEVARD,11209,
3060170038,3,6017,38,,D1,2,1," 	45,588 ",8300,4 AVENUE,11209,
3060180001,3,6018,1,,H3,4,1," 	42,410 ",8315,4 AVENUE,11209,
3060180051,3,6018,51,,D1,2,1," 	58,728 ",465,84 STREET,11209,
3060190041,3,6019,41,,C1,2,1," 	31,080 ",8302,6 AVENUE,11209,
3060210046,3,6021,46,,D1,2,1," 	26,000 ",915,84 STREET,11228,
3060250032,3,6025,32,,C1,2,1," 	36,000 ",8402,4 AVENUE,11209,
3060250037,3,6025,37,,C1,2,1," 	31,000 ",8414,4 AVENUE,11209,
3060260001,3,6026,1,,D7,2,1," 	105,750 ",8415,4 AVENUE,11209,
3060270031,3,6027,31,,D4,2,1," 	59,001 ",580,84 STREET,11209,
3060270045,3,6027,45,,C7,2,1," 	51,000 ",565,85 STREET,11209,
3060270053,3,6027,53,,C1,2,1," 	27,700 ",545,85 STREET,11209,
3060330001,3,6033,1,,W3,4,2," 	50,552 ",8515,RIDGE BOULEVARD,11209,
3060340001,3,6034,1,,C7,2,1," 	36,329 ",8517,3 AVENUE,11209,
3060340041,3,6034,41,,D7,2,1," 	57,500 ",8502,4 AVENUE,11209,
3060340060,3,6034,60,,D7,2,1," 	84,906 ",345,86 STREET,11209,
3060340070,3,6034,70,,C7,2,1," 	35,494 ",333,86 STREET,11209,
3060340076,3,6034,76,,C1,2,1," 	27,600 ",321,86 STREET,11209,
3060350006,3,6035,6,,D7,2,1," 	52,008 ",402,85 STREET,11209,
3060360001,3,6036,1,,Z2,4,1," 	80,000 ",501,86 STREET,11209,
3060360030,3,6036,30,,D4,2,1," 	59,100 ",8502,FT HAMILTON PARKWAY,11209,
3060360037,3,6036,37,,D7,2,1," 	57,228 ",8520,FT HAMILTON PARKWAY,11209,
3060360053,3,6036,53,,K2,4,1," 	32,941 ",531,86 STREET,11209,
3060370001,3,6037,1,,C7,2,1," 	41,792 ",8523,FT HAMILTON PARKWAY,11209,
3060370006,3,6037,6,,C1,2,1," 	43,000 ",8501,FT HAMILTON PARKWAY,11209,
3060370077,3,6037,77,,D1,2,1," 	61,632 ",675,86 STREET,11228,
3060400001,3,6040,1,,D4,2,1," 	222,787 ",8701,SHORE ROAD,11209,
3060420036,3,6042,36,,C1,2,1," 	46,767 ",8612,RIDGE BOULEVARD,11209,
3060430001,3,6043,1,,W1,4,1," 	105,120 ",8601,RIDGE BOULEVARD,11209,
3060470031,3,6047,31,,D1,2,1," 	62,556 ",8718,RIDGE BOULEVARD,11209,
3060470049,3,6047,49,,C1,2,1," 	31,000 ",137,88 STREET,11209,
3060480005,3,6048,5,,D1,2,1," 	42,000 ",8701,RIDGE BOULEVARD,11209,
3060500007,3,6050,7,,K4,4,1," 	36,500 ",8701,4 AVENUE,11209,
3060500019,3,6050,19,,K4,4,1," 	59,400 ",436,87 STREET,11209,
3060500045,3,6050,45,,O5,4,1," 	38,621 ",437,88 STREET,11209,
3060500051,3,6050,51,,G9,4,1," 	93,000 ",423,88 STREET,11209,
3060520021,3,6052,21,,D7,2,1," 	59,862 ",8602,FT HAMILTON PARKWAY,11209,
3060520039,3,6052,39,,D4,2,1," 	40,944 ",8638,FT HAMILTON PARKWAY,11209,
3060530008,3,6053,8,,D1,2,1," 	65,466 ",8615,FT HAMILTON PARKWAY,11209,
3060560033,3,6056,33,,C1,2,1," 	65,600 ",665,88 STREET,11228,
3060580001,3,6058,1,,D1,2,1," 	186,000 ",8801,SHORE ROAD,11209,
3060580012,3,6058,12,,D4,2,1," 	62,738 ",8901,SHORE ROAD,11209,
3060600032,3,6060,32,,D1,2,1," 	46,488 ",8802,RIDGE BOULEVARD,11209,
3060620001,3,6062,1,,C7,2,1," 	26,500 ",8815,3 AVENUE,11209,
3060620141,3,6062,141,,W1,4,1," 	56,489 ",371,89 STREET,11209,
3060650043,3,6065,43,,O5,4,1," 	59,880 ",415,89 STREET,11209,
3060660026,3,6066,26,,O5,4,1," 	38,185 ",8904,5 AVENUE,11209,
3060680022,3,6068,22,,D1,2,1," 	52,801 ",59,GELSTON AVENUE,11209,
3060690004,3,6069,4,,D1,2,2," 	119,400 ",8831,FT HAMILTON PARKWAY,11209,
3060690013,3,6069,13,,D1,2,2," 	96,952 ",8829,FT HAMILTON PARKWAY,11209,
3060780010,3,6078,10,,D7,2,3," 	414,400 ",9000,SHORE ROAD,11209,
3060780031,3,6078,31,,D4,2,1," 	61,026 ",8901,NARROWS AVENUE,11209,
3060790001,3,6079,1,,M4,4,3," 	52,775 ",8902,RIDGE BOULEVARD,11209,
3060830001,3,6083,1,,D1,2,1," 	208,634 ",9101,SHORE ROAD,11209,
3060830038,3,6083,38,,D1,2,1," 	31,913 ",9102,COLONIAL ROAD,11209,
3060830041,3,6083,41,,D1,2,1," 	66,800 ",9108,COLONIAL ROAD,11209,
3060830052,3,6083,52,,D1,2,1," 	45,756 ",55,92 STREET,11209,
3060840001,3,6084,1,,D1,2,1," 	36,000 ",9115,COLONIAL ROAD,11209,
3060850001,3,6085,1,,D1,2,1," 	37,200 ",9115,RIDGE BOULEVARD,11209,
3060860033,3,6086,33,,D1,2,1," 	44,880 ",354,91 STREET,11209,
3060860045,3,6086,45,,D7,2,1," 	100,841 ",9106,4 AVENUE,11209,
3060880001,3,6088,1,,W1,4,1," 	89,838 ",9021,5 AVENUE,11209,
3060890044,3,6089,44,,D4,2,1," 	67,400 ",9040,FT HAMILTON PARKWAY,11209,
3060900005,3,6090,5,,D4,2,1," 	61,176 ",9031,FT HAMILTON PARKWAY,11209,
3060940001,3,6094,1,,I1,4,3," 	177,455 ",699,92 STREET,11228,
3060940005,3,6094,5,,I6,4,1," 	161,669 ",691,92 STREET,11228,
3060990001,3,6099,1,,D4,2,2," 	230,198 ",9255,SHORE ROAD,11209,
3060990010,3,6099,10,,D1,2,1," 	44,262 ",9229,SHORE ROAD,11209,
3060990013,3,6099,13,,D4,2,2," 	261,000 ",9201,SHORE ROAD,11209,
3060990047,3,6099,47,,D4,2,1," 	41,238 ",2,MARINE AVENUE,11209,
3060990051,3,6099,51,,D4,2,1," 	120,000 ",61,OLIVER STREET,11209,
3060997501,3,6099,7501,,R0,2,1," 	37,309 ",52,92 STREET,11209,
3060997502,3,6099,7502,,R0,2,1," 	26,104 ",60,92ND STREET,11209,
3061000001,3,6100,1,,D4,2,1," 	133,110 ",9281,SHORE ROAD,11209,
3061000006,3,6100,6,,D1,2,1," 	61,056 ",9269,SHORE ROAD,11209,
3061000028,3,6100,28,,D1,2,1," 	64,800 ",28,MARINE AVENUE,11209,
3061010005,3,6101,5,,D1,2,1," 	27,300 ",19,MARINE AVENUE,11209,
3061010044,3,6101,44,,D1,2,1," 	46,600 ",9214,RIDGE BOULEVARD,11209,
3061020006,3,6102,6,,D1,2,1," 	46,635 ",9205,RIDGE BOULEVARD,11209,
3061030031,3,6103,31,,D7,2,1," 	55,000 ",380,92 STREET,11209,
3061030042,3,6103,42,,W9,4,1," 	25,500 ",381,93 STREET,11209,
3061040001,3,6104,1,,D4,2,1," 	74,702 ",9323,SHORE ROAD,11209,
3061040004,3,6104,4,,D1,2,1," 	77,064 ",9303,SHORE ROAD,11209,
3061040017,3,6104,17,,D4,2,1," 	40,320 ",20,93 STREET,11209,
3061050028,3,6105,28,,D1,2,1," 	43,600 ",9302,RIDGE BOULEVARD,11209,
3061070029,3,6107,29,,D1,2,1," 	57,024 ",364,93 STREET,11209,
3061080022,3,6108,22,,O6,4,1," 	79,173 ",9201,4 AVENUE,11209,
3061100020,3,6110,20,,C7,2,1," 	29,900 ",159,GELSTON AVENUE,11209,
3061100052,3,6110,52,,D1,2,1," 	32,400 ",9330,FT HAMILTON PARKWAY,11209,
3061110001,3,6111,1,,D4,2,1," 	100,381 ",9411,SHORE ROAD,11209,
3061110014,3,6111,14,,D4,2,1," 	33,600 ",16,94 STREET,11209,
3061110040,3,6111,40,,D4,2,1," 	45,000 ",9430,RIDGE BOULEVARD,11209,
3061110057,3,6111,57,,D1,2,1," 	57,568 ",9480,RIDGE BOULEVARD,11209,
3061140001,3,6114,1,,D7,2,1," 	52,020 ",9415,3 AVENUE,11209,
3061140006,3,6114,6,,D7,2,1," 	48,000 ",310,94 STREET,11209,
3061140044,3,6114,44,,C1,2,1," 	32,044 ",371,95 STREET,11209,
3061140049,3,6114,49,,C1,2,1," 	32,044 ",367,95 STREET,11209,
3061140053,3,6114,53,,C1,2,1," 	32,044 ",361,95 STREET,11209,
3061150001,3,6115,1,,D4,2,1," 	57,600 ",9437,SHORE ROAD,11209,
3061150006,3,6115,6,,D4,2,1," 	70,458 ",9425,SHORE ROAD,11209,
3061150032,3,6115,32,,D7,2,1," 	41,770 ",100,MARINE AVENUE,11209,
3061150037,3,6115,37,,C1,2,1," 	36,000 ",112,MARINE AVENUE,11209,
3061150042,3,6115,42,,D4,2,1," 	88,212 ",145,95 STREET,11209,
3061160001,3,6116,1,,D1,2,1," 	30,480 ",123,MARINE AVENUE,11209,
3061160041,3,6116,41,,D1,2,1," 	44,766 ",245,96 STREET,11209,
3061170036,3,6117,36,,C7,2,1," 	34,800 ",373,96 STREET,11209,
3061180042,3,6118,42,,C1,2,1," 	68,640 ",443,95 STREET,11209,
3061187503,3,6118,7503,,R0,2,1," 	26,278 ",401,95TH STREET,11209,
3061200023,3,6120,23,,D4,2,1," 	37,800 ",150,95 STREET,11209,
3061200029,3,6120,29,,D1,2,2," 	71,300 ",128,MARINE AVENUE,11209,
3061200046,3,6120,46,,D1,2,1," 	43,182 ",125,96 STREET,11209,
3061207502,3,6120,7502,,R0,2,1," 	115,827 ",9511,SHORE ROAD,11209,
3061210003,3,6121,3,,D4,2,1," 	88,531 ",149,MARINE AVENUE,11209,
3061220001,3,6122,1,,D4,2,1," 	120,846 ",302,96 STREET,11209,
3061220038,3,6122,38,,D4,2,1," 	75,624 ",9602,4 AVENUE,11209,
3061230028,3,6123,28,,M1,4,5," 	68,771 ",9501,4 AVENUE,11209,
3061230038,3,6123,38,,D1,2,1," 	61,818 ",450,95 STREET,11209,
3061230049,3,6123,49,,D4,2,1," 	47,842 ",9524,FT HAMILTON PARKWAY,11209,
3061240001,3,6124,1,,D4,2,1," 	44,400 ",9615,SHORE ROAD,11209,
3061240005,3,6124,5,,D1,2,1," 	72,418 ",9601,SHORE ROAD,11209,
3061240012,3,6124,12,,D1,2,1," 	72,000 ",120,96 STREET,11209,
3061240028,3,6124,28,,D1,2,1," 	40,500 ",150,MARINE AVENUE,11209,
3061250001,3,6125,1,,D4,2,1," 	52,140 ",185,MARINE AVENUE,11209,
3061260036,3,6126,36,,D1,2,1," 	42,168 ",368,97 STREET,11209,
3061260041,3,6126,41,,D4,2,1," 	112,829 ",351,MARINE AVENUE,11209,
3061260052,3,6126,52,,C6,2,1," 	45,540 ",325,MARINE AVENUE,11209,
3061267501,3,6126,7501,,R0,2,1," 	36,143 ",312,97TH STREET,11209,
3061270011,3,6127,11,,D4,2,1," 	133,765 ",9707,4 AVENUE,11209,
3061277502,3,6127,7502,,R0,2,2," 	84,213 ",9718,FT HAMILTON PARKWAY,11209,
3061290001,3,6129,1,,D1,2,1," 	71,346 ",9747,SHORE ROAD,11209,
3061290004,3,6129,4,,D4,2,1," 	103,200 ",9801,SHORE ROAD,11209,
3061290012,3,6129,12,,D4,2,1," 	114,764 ",9701,SHORE ROAD,11209,
3061290059,3,6129,59,,D1,2,1," 	34,380 ",210,MARINE AVENUE,11209,
3061300001,3,6130,1,,D1,2,1," 	50,741 ",303,99 STREET,11209,
3061300006,3,6130,6,,C7,2,1," 	35,884 ",302,MARINE AVENUE,11209,
3061310024,3,6131,24,,C7,2,1," 	40,800 ",402,MARINE AVENUE,11209,
3061330001,3,6133,1,,D1,2,1," 	60,822 ",9937,SHORE ROAD,11209,
3061330025,3,6133,25,,D4,2,1," 	141,464 ",9902,3 AVENUE,11209,
3061330057,3,6133,57,,D1,2,3," 	55,577 ",9952,3RD AVENUE,11209,
3061337501,3,6133,7501,,R0,2,1," 	35,522 ",9935,SHORE ROAD,11209,
3061337502,3,6133,7502,,R0,2,1," 	38,478 ",9917,SHORE ROAD,11209,
3061340028,3,6134,28,,O2,4,1," 	45,000 ",9920,4 AVENUE,11209,
3061340038,3,6134,38,,D1,2,1," 	53,736 ",317,100 STREET,11209,
3061357501,3,6135,7501,,R0,2,1," 	60,397 ",9921,4 AVENUE,11209,
3061370045,3,6137,45,,D7,2,1," 	51,000 ",343,101 STREET,11209,
3061370200,3,6137,200,,C6,2,16," 	54,432 ",302,101 STREET,11209,
3061380006,3,6138,6,,D4,2,2," 	70,000 ",10015,4 AVENUE,11209,
3061430001,3,6143,1,,W3,4,3," 	152,440 ",9216,7 AVENUE,11228,
3061620049,3,6162,49,,C1,2,1," 	38,280 ",1953,70 STREET,11204,
3061640006,3,6164,6,,C1,2,1," 	34,000 ",6901,21 AVENUE,11204,
3061660041,3,6166,41,,K2,4,1," 	25,529 ",7002,13 AVENUE,11228,
3061740036,3,6174,36,,W1,4,1," 	66,588 ",7000,21 AVENUE,11204,
3061750036,3,6175,36,,D4,2,1," 	108,000 ",7000,BAY PARKWAY,11204,
3061800001,3,6180,1,,W1,4,1," 	33,000 ",7101,15 AVENUE,11228,
3061850038,3,6185,38,,D1,2,1," 	41,400 ",7102,21 AVENUE,11204,
3062040001,3,6204,1,,C1,2,4," 	77,800 ",7301,17 AVENUE,11204,
3062050001,3,6205,1,,P5,4,1," 	36,078 ",7317,18 AVENUE,11204,
3062070040,3,6207,40,,D1,2,1," 	48,000 ",7314,21 AVENUE,11204,
3062140056,3,6214,56,,C1,2,1," 	30,520 ",7406,17 AVENUE,11204,
3062180036,3,6218,36,,C1,2,1," 	36,000 ",7402,21 AVENUE,11204,
3062190001,3,6219,1,,D1,2,1," 	55,200 ",2101,BAY RIDGE PARKWAY,11204,
3062190029,3,6219,29,,D1,2,1," 	75,000 ",7402,BAY PARKWAY,11204,
3062250036,3,6225,36,,C7,2,1," 	36,000 ",7511,NEW UTRECHT AVENUE,11214,
3062290037,3,6229,37,,C1,2,1," 	36,000 ",2078,BAY RIDGE PARKWAY,11204,
3062307502,3,6230,7502,,R0,2,1," 	74,938 ",7516,BAY PARKWAY,11214,
3062370040,3,6237,40,,C7,2,1," 	29,568 ",1780,76 STREET,11214,
3062380039,3,6238,39,,C1,2,1," 	32,000 ",7624,19 AVENUE,11214,
3062390001,3,6239,1,,W1,4,1," 	115,000 ",7601,19 AVENUE,11214,
3062400037,3,6240,37,,D1,2,1," 	108,000 ",7602,21 AVENUE,11214,
3062417501,3,6241,7501,,R0,2,1," 	36,030 ",7620,BAY PARKWAY,11214,
3062417502,3,6241,7502,,R0,2,1," 	40,023 ",7608,BAY PARKWAY,11214,
3062517501,3,6251,7501,,R0,2,1," 	28,800 ",2080,77 STREET,11214,
3062520042,3,6252,42,,D4,2,1," 	48,000 ",7714,BAY PARKWAY,11214,
3062530001,3,6253,1,,D1,2,1," 	65,220 ",7705,BAY PARKWAY,11214,
3062530070,3,6253,70,,I7,4,1," 	48,224 ",1614,STILLWELL AVENUE,11223,
3062530096,3,6253,96,,D7,2,1," 	53,898 ",7701,BAY PARKWAY,11214,
3062537501,3,6253,7501,,R0,2,1," 	64,800 ",10,AVENUE P,11204,
3062537502,3,6253,7502,,R0,2,1," 	44,419 ",105,KINGS HIGHWAY,11214,
3062630038,3,6263,38,,C1,2,1," 	35,964 ",7802,21 AVENUE,11214,
3062630043,3,6263,43,,C1,2,1," 	33,968 ",2075,79 STREET,11214,
3062640029,3,6264,29,,D9,2,1," 	51,419 ",2160,78 STREET,11214,
3062650006,3,6265,6,,W2,4,1," 	42,404 ",7801,BAY PARKWAY,11214,
3062710001,3,6271,1,,W1,4,1," 	175,224 ",1618,79 STREET,11214,
3062730006,3,6273,6,,C7,2,1," 	45,100 ",1818,79 STREET,11214,
3062730039,3,6273,39,,D1,2,1," 	48,000 ",7920,19 AVENUE,11214,
3062760036,3,6276,36,,C1,2,1," 	28,000 ",7902,BAY PARKWAY,11214,
3062760043,3,6276,43,,W2,4,1," 	35,600 ",7914,BAY PARKWAY,11214,
3062770001,3,6277,1,,C6,2,1," 	28,000 ",7913,BAY PARKWAY,11214,
3062770006,3,6277,6,,D7,2,1," 	42,000 ",7901,BAY PARKWAY,11214,
3062780022,3,6278,22,,W1,4,1," 	157,221 ",8010,12 AVENUE,11228,
3062840019,3,6284,19,,C1,2,1," 	46,600 ",8001,NEW UTRECHT AVENUE,11214,
3062840050,3,6284,50,,C7,2,1," 	44,400 ",8014,18 AVENUE,11214,
3062850039,3,6285,39,,C1,2,1," 	32,000 ",8014,19 AVENUE,11214,
